,sentence,answer
1208,Throughout the report there are many doubtful phrases such as according to credible reports various sources and anecdotal evidence to name a few,1
1209,Ground controllers took over manual control and a few hours later were able to latch the railcar to the track,0
1210,In doing so the White House is swapping the silver visored helmet of a space cadet for the green eyeshade of a consummate bean counter,1
1211,But the 57 lawmakers from the opposition Movement for Democratic Change boycotted it as did representatives from the United States European Union countries New Zealand and Canada,1
1212,That was a catalyst for pent up opposition to Chavez,1
1213,But environmental advocates say Bush s alternative will allow the US to continue to increase the amount of gas it emits,1
1214,The statement said according to the Preliminary Report of the South African Observer Mission Zimbabwe s elections should be considered as legitimate,1
1215,She chronicles what she imagines his first week post politics would have been like,0
1216,We will continue obviously to keep the situation under review but frankly I think we should welcome the fact that their presence has not been needed in Afghanistan,1
1217,He added the boycott could create the impression that the NGOs were acting out of self interest and are not honest about championing human rights,1
1218,Amadeo said the president told him I have never had so many calls in my life from all the groups saying they don t want us to touch them,1
1219,By all conservative estimates there are scores of other countries which can easily qualify as repressive and violating human rights,1
1220,The European Union played a dominant role in these negotiations and the community of states concluded at the Bonn and Marrakech conferences of July and October last year an agreement that sets out how to implement the Kyoto Protocol and provides for an original mechanism for respecting the reduction obligations that could possibly serve as a model for other agreements and that suggests a possible strengthening of international institutional structures in the environmental field,1
1221,On the other a fiendish looking Bush seizes a weeping globe in his monster size hands,1
1222,Against this 54 percent 43 percent of those polled prefer to let him govern until the end of his term in 2007,0
1223,In March 2001 the US administration opposed the protocol by saying that it contravenes US economic interests a decision slammed by European Union countries at the time,1
1224,New crew settles in at space station,0
1225,If the mean temperature rises by 2 degrees the range of fluctuations will widen and will go for example from 40 to 45 degrees,0
1226,Denmark gave Zimbabwe aid worth 9 42 million euros 8 3 million US dollars in 2001 and made available 2 million euros more in 2002 to complete projects already underway,0
1227,But curbs on CO 2 mean curbs on burning coal oil and natural gas the fuels of booming economies,1
